temperature,wind_speed,mean_sea_level_pressure,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,relative_humidity
20.78,7.23,100889.16,0,347.33,1,0.63
21.11,7.66,100848.01,0,352.3,0.98,0.64
21.23,7.49,100881.25,10.68,350.68,1,0.64
21.96,7.52,100832.57,75.57,368.76,1,0.64
22.19,6.52,100860.37,191.98,364.29,1,0.63
22.63,6.19,100828.42,257.65,380.84,0.99,0.63
22.95,6.38,100802.6,343.21,381.89,0.99,0.6
22.92,6.25,100758.29,421.13,373.72,0.99,0.58
24.52,5.56,100721.57,468.31,384.77,0.99,0.47
25.2,5.85,100721.71,408.08,396.7,0.96,0.45
25.07,5.46,100716.59,387.39,398.24,0.85,0.46
22.81,5.93,100760.53,325.06,379.95,0.76,0.56
21.52,6.67,100861.84,291.88,363.54,0.58,0.64
19.68,7.02,101022.16,85.78,377.49,0.67,0.7
19.31,7.27,101160.98,4.33,365.1,0.68,0.7
16.71,6.28,101311.76,0,362.01,0.65,0.8
16.05,5.77,101413.46,0,358.5,0.96,0.81
15.09,5.59,101448.11,0,376.25,0.92,0.83
15.09,5.56,101464.97,0,373.9,0.99,0.83
14.74,5.34,101469.15,0,361.32,0.99,0.82
14.16,5.02,101504.05,0,359.05,1,0.81
14.1,4.96,101527.22,0,364.39,0.99,0.81
13.87,5.16,101525.95,0,368.64,0.96,0.8
13.3,5.3,101557.5,0,369.13,0.97,0.78
13.15,5.27,101576.84,0,359.08,0.99,0.77
12.8,5.1,101629.15,0,361.61,1,0.76
12.8,5.16,101672.72,4.1,355.84,1,0.73
13.36,4.84,101726.22,46.73,359.41,0.98,0.68
13.49,5.59,101789.06,87.27,357.35,0.89,0.65
14.43,6.26,101782.6,236.02,356.14,1,0.6
14.89,6.72,101791.17,286.23,356.72,1,0.58
14.85,6.98,101778.59,229.65,354.66,1,0.62
14.78,7.3,101756.14,250.66,358.92,1,0.65
14.61,7.38,101769.55,267.34,358.54,1,0.67
14.3,7.25,101771.27,131.84,361.66,1,0.68
14.05,7.06,101823.86,130.27,352.77,1,0.68
14.05,6.7,101841.17,85.98,356.93,1,0.68
13.97,6.25,101927.13,20.67,365.03,1,0.69
14.28,5.39,101962.05,0.81,363.5,1,0.68
13.87,4.67,101996.54,0,364.56,1,0.69
14.01,4.04,102009.06,0,366.23,1,0.67
13.68,3.45,101977.86,0,368.22,1,0.68
13.98,2.79,101981.18,0,369.05,1,0.66
13.77,2.43,101898.17,0,367.18,0.97,0.68
13.05,1.66,101882.64,0,342.26,0.96,0.72
13.04,2.12,101895.51,0,343.22,0.96,0.72
13.05,2.39,101849.08,0,341.57,0.97,0.71
12.88,2.38,101846,0,349.87,0.98,0.7
12.77,1.99,101812.5,0,356.91,0.99,0.71
12.48,1.56,101858.7,0,352.12,0.99,0.71
12.27,1.05,101875.46,8.57,333.83,0.99,0.73
13.16,0.26,101872.06,95.04,336.24,0.95,0.68
14.06,0.77,101881.82,274.66,322.57,0.96,0.65
16.08,0.78,101817.29,435.84,326.21,1,0.59
16.82,0.53,101757.67,546.64,325.56,0.99,0.57
17.82,0.92,101646.31,605.92,324,0.99,0.54
18.97,1.31,101530.65,565.57,339.58,0.95,0.5
19.54,1.78,101411.92,529.67,351.42,0.97,0.48
20.33,1.54,101327.04,549.62,344.19,0.98,0.45
19.86,1.35,101288.82,403.95,338.98,0.83,0.47
19.63,1.05,101267.01,210.14,360.49,0.63,0.48
18.38,1.45,101315.49,89.99,344.98,0.59,0.53
17.53,1.31,101350.05,4.68,335.86,0.45,0.58
15.45,1.33,101411.08,0,328.94,0.2,0.62
15.16,2.02,101456.68,0,319.24,0.11,0.58
13.85,2.97,101431.49,0,306.2,0.07,0.59
13.9,4.03,101439.27,0,293.93,0.04,0.56
13.8,4.32,101448.24,0,293.8,0.31,0.54
13.27,5.11,101465.46,0,307.83,0.9,0.55
13,5.28,101527.58,0,342,1,0.6
12.17,4.65,101539.26,0,355.82,0.75,0.69
11.04,4.91,101570.1,0,332.48,0.25,0.74
10.57,5.27,101610.15,0,290.69,0.08,0.75
9.95,5.25,101663.05,0,281.8,0.07,0.76
9.96,5.35,101732.81,12.38,276.01,0.07,0.77
11.22,5.64,101790.28,146.6,280.18,0.13,0.73
12.24,6.59,101812.17,323.55,277.9,0.21,0.66
14.13,6.74,101819.06,457.59,290.16,0.29,0.54
15.22,6.76,101803.57,615.64,293.71,0.23,0.49
16.13,7.33,101767.09,703.87,298.63,0.34,0.43
16.91,7.89,101713.39,712.36,302.55,0.36,0.38
17.31,8.2,101618.38,565.62,303.29,0.37,0.36
17.2,9.34,101549.63,473.59,315.3,0.88,0.38
15.72,9.63,101632.11,318.1,328.44,0.89,0.48
14.97,9.89,101628.39,73.98,342.59,0.77,0.55
14.36,9.52,101652.08,69.14,323.28,0.52,0.6
14.5,9.05,101708.42,3.14,321.6,0.5,0.6
13.67,8.24,101773.75,0,314.88,0.49,0.71
13.44,7.63,101842.76,0,318.7,0.51,0.76
12.93,7.45,101866.54,0,324,0.62,0.81
12.99,7.24,101884.67,0,335.33,0.63,0.81
12.9,7.01,101876.77,0,332.35,0.53,0.82
12.89,7.07,101904.6,0,338.89,0.48,0.83
12.9,6.94,101937.86,0,332.74,0.6,0.82
12.92,6.77,101938.17,0,337.82,0.63,0.82
12.42,7.05,101962.1,0,346.55,0.54,0.87
12.24,6.79,102022.72,0,337.95,0.64,0.88
12.39,6.78,102088.76,0,336.76,0.63,0.87
12.4,6.73,102192.02,7.56,331.4,0.67,0.87
13.05,6.76,102237.09,68.33,338.34,0.59,0.84
13.51,7.47,102308.09,196.49,334.07,0.57,0.83
14.71,7.55,102359.08,345.76,324.48,0.55,0.75
15.12,7.75,102357.68,307.56,335.26,0.47,0.72
15.54,7.58,102346.18,470.58,329.48,0.55,0.69
16.33,7.62,102307.96,490.93,342.97,0.66,0.63
16.24,7.24,102285.44,391.8,340.02,0.66,0.64
16.31,6.99,102284.85,381.34,325.26,0.65,0.63
15.92,6.79,102275.4,360.38,330.56,0.7,0.64
15.72,6.19,102296.87,178.83,349.82,0.75,0.65
15.21,5.32,102342.8,67.33,341.93,0.71,0.68
15.04,4.92,102410.43,2.28,331.9,0.52,0.68
14.1,4.3,102462.72,0,324.4,0.43,0.75
14.01,4.06,102495.91,0,343.78,0.59,0.75
13.5,3.9,102463.39,0,351.17,0.79,0.78
13.56,3.65,102483.68,0,348.59,0.84,0.78
13.17,3.43,102468.14,0,322.55,0.67,0.79
12.48,2.96,102434.47,0,335.02,0.75,0.82
12.38,2.6,102440.52,0,338.81,0.89,0.82
12.11,2.52,102406.2,0,319.72,0.99,0.83
12.04,2.4,102425.26,0,355.6,1,0.85
12.08,2.17,102434.89,0,360.75,1,0.85
12.12,2.06,102486.42,0,359.07,1,0.85
12.17,2.01,102513.5,3.82,362.87,1,0.85
13.01,2.24,102584.04,40.08,362.54,1,0.85
13.26,2.4,102617.35,140.68,362.15,0.96,0.85
14.73,2.64,102583.6,267.99,365.71,1,0.76
15.29,2.66,102570.58,313.07,367.98,0.99,0.73
16.01,2.5,102493.58,410.71,357.31,0.94,0.68
16.87,2.33,102436.52,401.95,368.26,0.89,0.64
16.89,1.8,102366.23,406.98,356.73,0.91,0.63
17.33,1.11,102320.74,392.34,354.59,0.93,0.61
17.31,1.29,102239.57,308.67,356.29,0.93,0.61
17.46,1.82,102211.12,261.6,326.15,0.54,0.59
16.56,1.44,102195.21,109.41,311.52,0.07,0.63
15.95,1.75,102207.73,3.36,300.03,0.01,0.66
13.3,1.41,102243.25,0,296.83,0,0.74
12.61,1.25,102248.15,0,297.06,0,0.77
11.44,1.3,102249.02,0,293.93,0,0.82
11.43,0.87,102242.94,0,293.24,0,0.83
10.57,0.69,102232.27,0,294.04,0,0.87
9.18,1.39,102180.1,0,291.29,0,0.92
8.99,1.7,102115.73,0,289.86,0,0.94
8.72,1.96,102085.94,0,288.99,0,0.95
8.49,2.02,102087.87,0,288.87,0,0.95
8.68,2.19,102139.24,0,285.13,0,0.94
8.83,2.39,102191.32,0,286.04,0,0.93
8.95,2.57,102268.36,10.35,286.69,0.03,0.93
12.21,2.91,102315.66,144.68,296.34,0.1,0.87
14.97,2.75,102318.22,346.26,293.74,0,0.76
18.83,2.94,102304.76,517.69,300.54,0,0.55
19.97,2.87,102266,675.47,305.38,0,0.51
20.84,2.55,102193.12,764.22,308.59,0.01,0.49
21.96,2.36,102132.64,787.96,313,0.02,0.46
22.24,2.15,102072.65,746.12,319.16,0.01,0.45
22.38,2.32,102021.97,647.08,318.54,0.06,0.45
21.25,3.1,102014.18,488.75,317.46,0.01,0.48
20.8,3.82,102047.93,299.74,317.62,0.02,0.5
19.4,3.87,102116.69,109.1,319.25,0.06,0.54
19.09,3.65,102215.74,2.62,316.91,0.03,0.56
15.25,3.02,102318.41,0,311.9,0.05,0.72
14,2.09,102394.88,0,309.26,0.02,0.8
12.76,1.77,102415.66,0,304.21,0.01,0.85
12.91,1.95,102399.42,0,301.97,0.01,0.84
12.96,1.8,102368.29,0,300.26,0,0.84
11.96,1.37,102343.13,0,298.99,0,0.86
11.06,1.06,102307.72,0,297.33,0,0.89
10.93,0.88,102274.87,0,296.6,0,0.9
10.34,1.02,102266.54,0,296.28,0,0.92
10.24,1.23,102298.66,0,295.68,0,0.92
9.62,1.31,102324.92,0,296.28,0.03,0.94
9.65,1.37,102368.79,9.09,299.72,0.03,0.95
12.88,0.96,102456.36,133.74,309.95,0.01,0.9
15.62,0.64,102506.08,326.58,311.51,0.01,0.78
19.26,0.84,102500.89,517.13,312.52,0,0.63
20.16,1.22,102476.92,657.24,319.15,0,0.59
20.81,1.81,102426.01,744.74,322.75,0,0.56
21.67,2.37,102388.18,770.92,325.07,0,0.53
21.62,2.9,102345.78,729.78,327.2,0.01,0.53
21.29,3.4,102319.54,509.94,349.46,0.03,0.52
20.4,3.92,102336.89,396.21,341.12,0.02,0.54
20.41,3.98,102366.94,299.5,320.53,0.01,0.51
19.22,3.33,102458.76,102.96,320.69,0,0.56
18.9,2.93,102524.54,2.05,312.1,0,0.59
15.97,2.94,102607.91,0,312.93,0,0.73
15.07,2.59,102634.93,0,307.53,0,0.79
13.52,2.22,102645.23,0,306.3,0,0.85
13.08,2.1,102623.03,0,304.36,0,0.87
13.13,1.68,102615.89,0,303.38,0,0.86
12.19,1.19,102579.79,0,300.71,0,0.89
12.12,0.91,102566.93,0,299.42,0,0.89
11.76,0.8,102531.55,0,298.28,0,0.9
11.19,0.73,102526.66,0,296.86,0,0.91
11.08,0.4,102550.59,0,294.74,0,0.92
10.3,0.42,102577.68,0,292.3,0,0.93
9.94,0.57,102631.09,8.66,294.18,0,0.94
13.1,0.49,102678.15,139.13,297.55,0,0.92
15.08,0.37,102707.43,333,300.33,0,0.85
18.81,0.61,102673.45,520.25,305.31,0,0.67
20.28,0.69,102566.1,662.09,311.91,0,0.61
21.66,0.1,102443.55,751.04,317.12,0,0.56
23.57,0.47,102344.25,776.8,322.54,0.03,0.49
24.01,0.91,102242.25,737.7,326.12,0,0.47
24.42,1.42,102201.06,637.84,328.1,0.58,0.46
23.72,2.15,102153.37,479.79,328.95,0.9,0.5
23.62,2.65,102131.85,295.95,328.66,0.2,0.49
21.59,2.83,102138.73,101.39,326.5,0.03,0.57
21.2,2.91,102194.44,1.54,323.58,0,0.58
17.67,2.65,102210.82,0,320.92,0.2,0.73
16.9,1.75,102231.11,0,318,0.25,0.78
16.05,0.97,102188.98,0,315.63,0.55,0.81
14.92,1.34,102180.86,0,313.36,0.52,0.86
14.41,1.75,102140.71,0,311.01,0.26,0.86
14.18,2.33,102076.44,0,308.25,0.61,0.85
14.21,2.83,102019.87,0,308,0.76,0.83
14.08,3.25,101939.83,0,311.38,1,0.78
14.39,3.66,101905.29,0,321.13,0.94,0.72
14.99,4.11,101882.76,0,318.89,0.79,0.66
15.82,4.79,101877.16,0,309.05,0.69,0.6
16.34,5.48,101890.38,7.6,310.28,0.65,0.58
19.1,5.82,101891.68,123.23,315.24,0.98,0.58
20.31,6.02,101871.98,260.24,331.41,0.91,0.57
23.21,6.88,101759.31,445.11,330.13,1,0.5
24.59,6.82,101678.39,551.45,344.64,0.99,0.46
25.91,6.64,101568.1,555.96,351.74,1,0.43
27.12,6.61,101508.19,562.83,360.55,1,0.38
26.92,6.83,101339.36,341.27,374.31,1,0.39
27.22,6.11,101265.39,317.67,373,1,0.38
26.7,5.42,101244.41,233.79,374.89,1,0.38
26.71,4.86,101191.57,150.08,376.87,1,0.36
26.12,4.52,101165.42,40.22,384.28,0.99,0.36
26.34,4.69,101207.88,0.54,382.82,0.99,0.35
24.37,4.77,101184.73,0,377.44,0.96,0.39
24.11,5.11,101238.4,0,373.71,0.89,0.42
22.65,4.74,101288.53,0,379.66,0.99,0.48
21.96,5.59,101369.36,0,379.59,0.97,0.5
19.67,6.8,101482.75,0,380.22,0.95,0.69
16.88,6.9,101553.18,0,382.43,0.99,0.84
16.17,6.9,101676.71,0,384.85,1,0.84
14.89,6.17,101740.02,0,381.89,0.98,0.85
13.65,6.11,101814.63,0,367.48,0.81,0.82
13.53,6.1,101893.83,0,351.77,0.67,0.8
13.04,6.13,101998.05,0,331.49,0.52,0.79
12.96,6.12,102112.07,4.8,312.54,0.49,0.79
13.48,6.55,102203.29,88.76,323.34,0.39,0.72
14.4,7.27,102293.38,259.7,294.97,0.27,0.66
15.62,7.48,102346.53,412.91,305.64,0.31,0.58
15.92,7.53,102392.85,467.29,321.12,0.4,0.54
16.13,7.31,102391.79,595.35,322.46,0.27,0.52
16.23,7.21,102383.26,543.83,322.67,0.3,0.51
16.35,7.11,102337.07,611,313.34,0.37,0.5
16.21,6.82,102360.52,523.19,298.22,0.37,0.49
15.16,6.49,102364.03,425.68,294.8,0.27,0.5
14.9,6.17,102360.24,248.82,306.26,0.35,0.51
13.85,5.56,102442.16,82.03,302.55,0.23,0.55
13.85,5,102487.85,0.72,293.43,0.24,0.55
12.21,4.54,102533.31,0,297.66,0.26,0.62
11.81,3.95,102564.69,0,285.4,0.27,0.63
10.71,3.5,102591.07,0,275.02,0.28,0.68
10.72,3.14,102594.65,0,286.12,0.31,0.68
10.45,3.15,102566.48,0,300.92,0.32,0.68
9.64,3.31,102515.84,0,290.6,0.46,0.71
9.8,3.45,102487.58,0,301.71,0.34,0.7
9.5,3.44,102432.68,0,298.11,0.15,0.71
8.96,3.26,102411.14,0,282.07,0.09,0.74
8.72,3.13,102433.76,0,269.38,0.1,0.75
8.29,3.17,102456.38,0,276.51,0.1,0.77
8.42,3.28,102517.15,6.61,274.23,0.05,0.77
11.33,2.83,102572.82,133.28,270.19,0.17,0.72
13.32,4.14,102599.17,329.91,277.49,0.15,0.63
15.76,4.75,102547.55,515.84,279.53,0.18,0.52
16.78,4.64,102498.9,643.1,289.21,0.16,0.49
17.73,4.58,102420.26,753.45,285.74,0.06,0.46
18.82,4.47,102343.62,779.35,290.4,0.01,0.43
19.08,4.25,102245.36,735.18,293.3,0,0.43
19.31,4.05,102187.12,636.96,293.71,0,0.43
18.61,3.91,102164.13,477.55,295.97,0,0.47
18.48,4.04,102144.01,286.38,297.06,0,0.47
17.25,3.98,102140.54,90.08,296.02,0,0.53
17.07,4.29,102194.61,0.52,293.93,0,0.54
14.78,4.08,102201.84,0,291.2,0,0.65
13.97,4.31,102205.49,0,288.8,0,0.69
12.64,4.12,102171.49,0,287.13,0,0.78
12.13,3.51,102141.32,0,284.38,0,0.82
11.2,3.09,102073.83,0,283.6,0,0.86
11.38,2.3,102022.06,0,283.75,0,0.87
11.09,1.47,101991.78,0,279.83,0,0.88
10.07,1.16,101948.58,0,279.15,0,0.9
8.87,1.13,101931.29,0,279.16,0.35,0.92
8.56,1.32,101936.66,0,279.65,0.4,0.93
8.37,1.58,101945.03,0,288.63,0.48,0.94
8.22,1.73,101973.26,5.4,293.55,0.65,0.95
10.26,1.71,101999.47,103.37,315.09,0.64,0.93
12.19,1.22,101994.02,244.26,323.78,0.36,0.86
15.94,0.76,101918.56,418.6,319.22,0.33,0.7
17.63,0.46,101828.41,583.04,314.13,0.33,0.64
19.28,0.48,101737.74,681.44,320.14,0.48,0.6
20.93,0.48,101653.51,671.68,331.66,0.57,0.54
21.69,0.64,101547.39,659.61,331.99,0.81,0.51
22.45,1.04,101468.93,565.14,332.72,0.91,0.47
21.79,2.19,101425.98,418.48,341.17,0.84,0.49
21.1,3.01,101388.44,234.75,330.72,0.69,0.53
19.66,3.07,101424.05,70.2,325.16,0.72,0.61
19.6,2.97,101421.07,0.27,319.98,0.78,0.63
16.62,2.18,101465.11,0,327.81,0.7,0.7
15.55,1.52,101467.42,0,314.15,0.69,0.76
14.24,1.13,101466.1,0,314.42,0.38,0.83
14.27,1.66,101457.75,0,319.25,0.14,0.83
13.98,1.72,101435.73,0,315.26,0.21,0.85
12.82,1.47,101384.03,0,307.38,0.12,0.88
12.57,1.33,101321.52,0,310.83,0.07,0.88
12.24,1.31,101277.8,0,307.9,0.09,0.87
11.8,1.35,101240.37,0,307.59,0.13,0.89
11.62,1.19,101228.51,0,303.71,0.22,0.9
11.58,1.16,101219.66,0,309.89,0.38,0.92
11.89,1.34,101214.16,4.46,330.99,0.59,0.92
13.71,1.81,101284.81,74.16,334.04,0.83,0.88
14.94,2.08,101265.76,190.03,352.6,0.93,0.85
16.43,2.27,101218.05,382.76,336.8,0.91,0.78
16.77,2.48,101151.64,462.24,362.44,0.96,0.76
17.8,2.73,101063.46,557.07,334.69,1,0.7
18.04,3.33,100993.07,604.47,347.01,0.99,0.66
17.51,3.86,100922.15,390.75,358.46,1,0.68
17.3,4.08,100868.58,358.68,356.71,0.99,0.68
16.61,4.44,100857.56,299.53,342.44,0.87,0.69
16.44,4.53,100867.32,154.23,341.26,0.96,0.69
15.65,3.87,100883.07,35.56,361.7,0.93,0.72
15.69,3.25,100918.87,0.07,355.31,0.82,0.73
14.15,3.51,100929.94,0,332.5,0.68,0.77
13.77,3.4,100928.09,0,344.8,0.62,0.78
13.08,2.92,100901.01,0,347.24,0.61,0.81
12.75,2.83,100840.47,0,339.21,0.64,0.82
12.44,2.84,100770.34,0,349.97,0.95,0.81
11.42,2.8,100714.24,0,323.44,0.97,0.84
11.29,2.82,100679.51,0,329.14,0.98,0.83
11.25,2.61,100636.87,0,347.37,0.99,0.82
10.97,2.45,100618.49,0,334.13,0.96,0.82
11.1,2.43,100632.68,0,332.43,0.96,0.81
10.82,2.65,100644.35,0,322.71,0.76,0.81
10.84,2.67,100694.74,3.66,307.22,0.37,0.81
12.51,2.52,100721.72,92,319.03,0.35,0.78
13.44,2.42,100730.57,245.13,305.85,0.27,0.72
14.65,2.31,100720.27,391.72,317.19,0.59,0.62
14.88,1.84,100682.56,431.4,316.83,0.85,0.58
15.55,1.28,100647.67,383.1,340.41,0.83,0.53
15.81,1.03,100618,326.8,343.14,0.85,0.51
16.19,0.77,100600.68,395.31,350.09,0.88,0.49
16.34,1.68,100605.31,318.03,343.95,0.89,0.49
16.01,2.56,100615.33,218.78,343.51,0.83,0.5
16.05,3.03,100622.68,106.54,349.76,0.83,0.49
15.08,3.16,100697.19,47.53,341.07,0.85,0.54
14.86,3.17,100771.84,0.06,333.24,0.69,0.57
13.62,3.51,100852.12,0,320.08,0.58,0.68
13.19,3.31,100904,0,302.61,0.24,0.72
12.66,2.7,100933.4,0,313.49,0.16,0.75
12.5,2.4,100958.25,0,314.62,0.47,0.78
11.86,2.19,100927.03,0,305.37,0.89,0.82
11.64,2.34,100906.46,0,306.95,1,0.85
11.84,2.52,100921.01,0,326.04,0.99,0.85
12.23,2.43,100933.81,0,324.82,0.99,0.84
12.66,2.62,100927.79,0,340.37,0.98,0.83
12.87,3.01,100955.1,0,324.99,1,0.82
13,3.12,101021.46,0,326.19,1,0.82
13.04,3.13,101093.85,1.33,343.78,1,0.81
13.66,2.82,101132.1,32.31,345.49,1,0.81
14.53,2.78,101197.17,122.41,344.16,0.99,0.77
15.15,3.57,101241.78,172.08,342.46,1,0.73
15.38,4.82,101265.6,219.69,351.15,0.99,0.7
15.17,5.71,101284.89,256.08,345.78,0.99,0.74
14.36,5.04,101287.32,214.54,348.66,1,0.83
14.38,4.87,101299.95,222.71,356.75,1,0.88
14.45,6.04,101321.71,158.92,355.92,0.99,0.91
14.32,7.57,101431.45,164.92,349.87,1,0.9
13.83,7.84,101476.75,24.98,361.74,1,0.89
13.68,8.25,101599.87,14.62,362.69,1,0.86
13.66,8.22,101688.83,0,346.12,0.99,0.84
13.14,7.62,101766.08,0,351.46,0.91,0.81
13.03,7.7,101841.61,0,330.65,0.84,0.8
12.86,7.69,101879.45,0,337.99,0.59,0.78
12.92,7.02,101886.39,0,328.74,0.34,0.75
12.81,6.55,101896.15,0,318.96,0.4,0.74
12.84,6.53,101886.96,0,310.35,0.54,0.73
12.96,6.45,101916.72,0,314.54,0.66,0.71
13.05,6.2,101923.83,0,336.13,0.65,0.72
13.07,5.99,101956.09,0,332.56,0.65,0.72
13.14,6.06,101991.84,0,347.16,0.61,0.72
13.12,6.11,102046.3,0,331.95,0.63,0.75
13.09,5.99,102107.18,2.1,326.84,0.63,0.77
14,5.49,102154.28,77.04,332.49,0.64,0.76
14.52,6.42,102223.89,181.23,332.73,0.77,0.73
15.31,6.11,102253.9,280.38,339.49,0.81,0.69
15.52,5.59,102315.12,476.23,321.06,0.71,0.68
15.91,5.06,102326.68,370.53,342.49,0.78,0.66
16.58,4.97,102338.02,376.35,342.43,0.83,0.63
16.71,4.82,102308.03,411.53,344.23,0.83,0.63
16.49,5.01,102314.76,305.18,344.42,0.81,0.63
15.72,5.35,102352.17,243.96,352.06,0.72,0.66
15.6,5.05,102390.58,193.96,333.63,0.75,0.65
14.66,4.5,102456.46,44.13,328.47,0.71,0.69
14.66,4.12,102505.67,0,320.85,0.49,0.69
13.32,3.3,102574.44,0,309.2,0.55,0.78
12.85,2.87,102598.2,0,312.77,0.46,0.81
11.86,2.31,102613.28,0,306.66,0.31,0.85
11.45,2.14,102616.74,0,312.83,0.21,0.87
10.93,2.15,102598.79,0,300.79,0.21,0.88
10.47,2,102574.9,0,305.64,0.25,0.89
10.56,1.92,102580.69,0,310.64,0.24,0.89
10.32,1.85,102539.36,0,305.99,0.35,0.89
9.76,1.92,102541.09,0,305.44,0.35,0.9
10.04,2.04,102568.02,0,301.62,0.42,0.89
9.81,2.06,102569.8,0,297.8,0.4,0.89
10.08,2.05,102621.3,2.6,303.84,0.38,0.89
12.38,1.83,102625.67,86.9,318.55,0.52,0.89
13.92,1.85,102668.46,220.36,320.87,0.38,0.83
15.71,2.57,102651.97,354.69,326.66,0.38,0.7
16.08,3.3,102642.38,388.17,341.77,0.59,0.65
17.3,3.49,102583.26,432.1,348.46,0.72,0.58
17.98,3.57,102539.57,467.42,348.28,0.68,0.53
18.02,3.67,102477.14,437.18,333.25,0.59,0.53
18.44,3.76,102431.61,482,339.56,0.3,0.52
17.63,3.79,102429.29,355.8,319.43,0.1,0.54
17.44,3.88,102430.24,242.98,298.36,0.02,0.55
15.85,3.93,102460.63,59.25,295.76,0.03,0.62
15.65,4.17,102527.32,0,294.04,0,0.64
13.65,4.09,102565.13,0,292.81,0.05,0.74
13.01,3.98,102613.66,0,290.17,0.01,0.76
12,3.66,102644.66,0,287.63,0.03,0.8
11.51,3.25,102634.19,0,284.97,0.03,0.82
10.64,2.79,102611.03,0,284.09,0.01,0.84
9.67,2.32,102580.98,0,282.8,0,0.88
9.46,2.24,102590.11,0,286.37,0,0.89
9.16,2.29,102565.87,0,281.26,0.01,0.9
8.63,2.36,102574.55,0,280.61,0.02,0.92
8.44,2.5,102597.39,0,283.79,0.01,0.92
8.34,2.52,102626.57,0,279.56,0.02,0.93
8.51,2.48,102649.16,2.9,278.38,0.03,0.93
11.29,2.01,102725.35,110.74,282.54,0.04,0.88
13.16,1.93,102717.19,301.58,285.01,0.01,0.81
15.42,2.09,102701.64,469.4,292.84,0.01,0.69
16.07,2.1,102662.43,593.59,300.64,0.01,0.66
17.82,2.01,102603.78,669.19,305.32,0.01,0.59
18.62,2.05,102533.57,673.86,321.07,0.01,0.58
18.88,2.46,102457.13,657.37,314.73,0.01,0.58
18.97,3.14,102402.31,559.15,325.14,0.02,0.59
18.14,3.92,102368.26,401.47,314.24,0.04,0.63
17.48,4.4,102379.45,237.19,307.69,0.03,0.66
16,4.28,102398.4,58.3,305.79,0.01,0.72
15.79,3.75,102449.85,0,302.46,0.01,0.74
13.69,2.72,102447.92,0,300.05,0,0.85
12.63,2.27,102433.42,0,299.9,0.01,0.89
12.11,1.66,102444.2,0,309.28,0.01,0.91
12.06,1.63,102413.89,0,306.36,0.02,0.92
11.94,1.42,102395.85,0,318.88,0.21,0.92
12.06,1,102372.64,0,326.89,0.31,0.92
12.03,0.51,102340.29,0,329.9,0.58,0.93
12.06,0.76,102275.4,0,334.07,0.72,0.93
12.06,0.96,102252.75,0,339.35,0.81,0.93
11.94,1.27,102261.94,0,334.9,0.81,0.93
11.78,1.49,102285.85,0,343.84,0.9,0.94
11.77,1.72,102331.45,1.68,346.24,0.88,0.94
13.58,1.88,102358.36,59.18,352.19,0.85,0.92
14.31,1.87,102357.29,207.85,333.21,0.44,0.87
16.31,1.79,102292.26,352.07,336.91,0.74,0.77
16.99,1.4,102209.62,527.43,317.26,0.99,0.72
18.89,1.18,102107.8,614.47,325.96,0.98,0.63
20.33,1.04,101992.94,618.1,324.09,0.99,0.56
20.81,1.44,101882.97,603.38,329.22,0.97,0.54
20.75,2.77,101851.61,514.8,324.21,0.99,0.54
18.34,4.61,101857.16,348,335.06,1,0.65
17.53,5.31,101900.97,188.32,326.22,1,0.69
16,5.18,101960.51,37.11,329.73,0.99,0.75
15.77,4.84,102068.38,0,336.98,1,0.75
14.4,3.36,102127.97,0,333.08,1,0.79
14.07,2.48,102151.07,0,332.24,0.95,0.79
13.3,1.67,102157.97,0,320.91,0.92,0.82
13.25,1.54,102153.36,0,322.27,0.94,0.81
13.2,1.6,102148.91,0,328.9,0.96,0.82
13.17,1.89,102169.95,0,328.25,0.94,0.82
13.08,1.9,102162.99,0,327.09,0.97,0.82
12.94,1.63,102100.85,0,334.03,0.96,0.82
12.7,1.64,102069.05,0,334.28,0.68,0.83
12.84,1.97,102116.28,0,311.18,0.29,0.82
12.51,2.06,102146.82,0,310.57,0.3,0.83
12.74,2.12,102198.86,1.82,308.89,0.43,0.82
13.93,1.3,102245.85,91.84,317.36,0.45,0.79
15.08,2.91,102292.17,232.02,326.62,0.39,0.71
16.15,4.18,102324.62,371.4,329.57,0.82,0.64
16.12,4.29,102307.75,346.89,350.79,0.91,0.64
17.15,4.23,102282.52,375.35,351.69,0.85,0.58
17.66,4.2,102229.09,498.58,353.42,0.85,0.56
17.68,4.16,102172.9,505.45,334.36,0.65,0.56
17.5,4.3,102157.45,515.14,309.1,0.18,0.57
15.96,4.71,102143.83,403.89,297.06,0.06,0.61
15.38,5,102195.47,233.57,286.45,0.08,0.63
13.64,4.5,102253.77,53.58,281.45,0.07,0.68
13.55,3.74,102357.91,0,276.54,0.08,0.67
11.46,2.93,102376.96,0,273.62,0.05,0.73
10.15,2.25,102394.63,0,271.11,0.08,0.78
9.23,2.07,102410.18,0,266.3,0.13,0.81
9.1,2.05,102379.96,0,266.23,0.12,0.81
8.5,1.95,102328.65,0,264.99,0.13,0.83
8.03,1.87,102310.2,0,270.75,0.08,0.85
7.74,1.56,102262.47,0,262.37,0.08,0.86
7.49,0.97,102234.24,0,261.88,0.06,0.87
7.64,0.81,102214.6,0,261.83,0.05,0.89
7.54,0.68,102217.43,0,259.56,0.03,0.9
7.31,0.74,102229.92,0,259.99,0.05,0.92
6.67,0.84,102251.27,1.9,262.28,0.04,0.96
